DeletionFlag,StreetName,Address,ZipCode,X_COORD,Y_COORD
,CARRIAGE DR S,45,06902,-73.56968161,41.07941482
,LEDGE TER,3,06905,-73.52965128,41.08001746
,LONG RIDGE RD,257,06902,-73.55333222,41.07980049
,TERRACE AVE,25,06905,-73.55125451,41.07966518
,SKYVIEW DR,108,06902,-73.56508539,41.07962706
,DANN DR,40,06905,-73.54223363,41.07986248
,STANTON LN,81,06902,-73.56430408,41.07964343
,AUTUMN LN,39,06906,-73.52778847,41.07992209
,LEDGE LN,37,06905,-73.52912067,41.07997513
,JAMROGA LN,13,06905,-73.53743512,41.07986469
,LONDON LN,41,06902,-73.55677496,41.07975011
,STILLWATER RD,1079,06902,-73.55806634,41.07947957
,DARTLEY ST,51,06905,-73.54297113,41.07984932
,LEDGE LN,21,06905,-73.53012345,41.07980427
,WESTOVER RD,692,06902,-73.57915652,41.07938638
,BELLTOWN RD,118,06905,-73.53135802,41.07993639
,STANTON DR,55,06902,-73.56027433,41.07965512
,OAKLAWN AVE,123,06905,-73.53807859,41.07974812
,AUTUMN LN,28,06906,-73.52851256,41.07986819
,DARTLEY ST,50,06905,-73.54350361,41.079826
,CAMORE ST,53,06905,-73.54425676,41.07980683
,LONDON LN,34,06902,-73.55736353,41.07971614
,TOMS RD,111,06906,-73.5272511,41.0793806
,HIGH RIDGE RD,236,06905,-73.55059045,41.07962397
,BELLTOWN RD,119,06905,-73.53081574,41.07991908
,WEST HILL RD,447,06902,-73.56693939,41.07947152
,LEDGE LN,17,06905,-73.53028561,41.07982497
,STILLWATER RD,1086,06902,-73.55903133,41.0795846
,LEDGE TER,2,06905,-73.5292323,41.07985518
,LEDGE LN,13,06905,-73.53045269,41.07982373
,CAMORE ST,54,06905,-73.54484765,41.07977107
,NEWFIELD AVE,582,06905,-73.53429683,41.07991102
,OAKLAWN AVE,143,06905,-73.53887569,41.07975812
,CARRIAGE DR S,29,06902,-73.56882116,41.07928475
,SHERWOOD RD,8,06905,-73.54085962,41.07969879
,LEDGE TER,11,06905,-73.52980702,41.07977693
,HOPE ST,584,06907,-73.52239458,41.07956624
,AUTUMN LN,37,06906,-73.52793653,41.0797651
,OAKLAWN AVE,105,06905,-73.53717525,41.079297
,DARTLEY ST,45,06905,-73.54293357,41.07968683
,DANN DR,31,06905,-73.54154917,41.07965758
,HOPE ST,595,06907,-73.52145889,41.07986371
,OAKLAWN AVE,91,06905,-73.53678784,41.07895402
,BELLTOWN RD,114,06905,-73.53137989,41.07979403
,CAMORE ST,49,06905,-73.54421362,41.07968268
,OAKLAWN AVE,85,06905,-73.53660182,41.07892459
,POPLAR ST,52,06907,-73.51813376,41.07935561
,OAKLAWN AVE,81,06905,-73.53637496,41.07883842
,TOMS RD,85,06906,-73.52544238,41.07950508
,BELLTOWN RD,115,06905,-73.5308485,41.07976481
,VIADUCT RD,0,06907,-73.51854507,41.07980285
,DANN DR,34,06905,-73.54215964,41.07964224
,HOPE ST,581,06907,-73.5209552,41.07930574
,OAKLAWN AVE,75,06905,-73.53611375,41.07881517
,DARTLEY ST,44,06905,-73.54349105,41.0796233
,LONDON LN,33,06902,-73.55674895,41.07954428
,JESSUP ST,22,06902,-73.55280001,41.07961108
,OAKLAWN AVE,69,06905,-73.53577751,41.07892958
,OVERBROOK DR,23,06906,-73.52573473,41.0796678
,JAMROGA LN,5,06905,-73.53774459,41.07961352
,OAKLAWN AVE,63,06905,-73.5355249,41.07894485
,VIADUCT RD,8,06907,-73.51942284,41.07945008
,HOPE ST,592,06907,-73.52206545,41.07971383
,LEDGE TER,10,06905,-73.52932048,41.07967809
,SKYVIEW DR,100,06902,-73.56518661,41.07936319
,WESTOVER RD,702,06902,-73.57626824,41.07916218
,OAKLAWN AVE,61,06905,-73.53548421,41.07870487
,STANTON DR,45,06902,-73.5601616,41.07944519
,LONG RIDGE RD,251,06902,-73.55334386,41.07958564
,OAKLAWN AVE,57,06905,-73.53529359,41.07867015
,AUTUMN LN,24,06906,-73.52864526,41.07970097
,JESSUP ST,19,06902,-73.55224111,41.07957549
,LEDGE TER,15,06905,-73.52990712,41.07965672
,CAMORE ST,50,06905,-73.54480495,41.07959674
,OAKLAWN AVE,117,06905,-73.53763477,41.07952533
,BELLTOWN RD,112,06905,-73.53140032,41.079663
,LONDON LN,20,06902,-73.55735023,41.07949143
,STANTON LN,52,06902,-73.56286326,41.07936484
,WESTWOOD RD,90,06902,-73.56250872,41.07935988
,CAMORE ST,45,06905,-73.54417956,41.07954723
,STANTON DR,36,06902,-73.56092315,41.07944443
,WESTWOOD RD,91,06902,-73.56184945,41.07933329
,DARTLEY ST,37,06905,-73.54286669,41.07952875
,HOPE ST,589,06907,-73.52144544,41.0796977
,BELLTOWN RD,111,06905,-73.53085007,41.07963426
,STANTON LN,60,06902,-73.56324109,41.07931222
,TOMS RD,113,06906,-73.52747563,41.07931245
,OAKLAWN AVE,113,06905,-73.53746835,41.07944791
,DANN DR,27,06905,-73.54152144,41.07946393
,JESSUP ST,18,06902,-73.55277399,41.07944916
,STILLWATER RD,1082,06902,-73.55868376,41.0793154
,DARTLEY ST,38,06905,-73.54345966,41.0794514
,CARRIAGE DR S,66,06902,-73.57152676,41.07915697
,LONG RIDGE RD,249,06902,-73.55338072,41.0794601
,SHERWOOD RD,4,06905,-73.54084121,41.07953142
,AUTUMN LN,23,06906,-73.52806355,41.07958023
,NEWFIELD AVE,566,06905,-73.53435837,41.07926256
,HIGH RIDGE RD,230,06905,-73.55048913,41.07942832
,TERRACE AVE,21,06905,-73.55114705,41.07927493
,WEST HILL RD,432,06902,-73.56775654,41.07905182
,STANTON LN,68,06902,-73.56356493,41.07921364
,DANN DR,28,06905,-73.54209151,41.07944007
,LEDGE TER,19,06905,-73.52999283,41.07955334
,LONDON LN,27,06902,-73.55673417,41.07934577
,TERRACE AVE,15,06905,-73.55087881,41.07929693
,JESSUP ST,15,06902,-73.55212706,41.07934616
,WESTOVER RD,696,06902,-73.57770744,41.07905172
,BELLTOWN RD,102,06905,-73.53191419,41.07950624
,LEDGE TER,14,06905,-73.52945426,41.07950476
,OVERBROOK DR,6,06906,-73.52679776,41.07937957
,OAKLAWN AVE,109,06905,-73.53733195,41.07935965
,CAMORE ST,39,06905,-73.54414476,41.07940783
,BELLTOWN RD,107,06905,-73.53085096,41.0795231
,WESTOVER RD,688,06902,-73.57945399,41.07860302
,BELLTOWN RD,104,06905,-73.53150035,41.07951199
,CAMORE ST,42,06905,-73.54479651,41.07933632
,STANTON LN,74,06902,-73.56390634,41.07919328
,CARRIAGE DR S,50,06902,-73.57072081,41.07899359
,WEST HILL RD,437,06902,-73.56704409,41.07917863
,OAKLAWN AVE,154,06905,-73.5393636,41.07937402
,OAKLAWN AVE,162,06905,-73.53969252,41.07937226
,OAKLAWN AVE,166,06905,-73.53991577,41.07936763
,OAKLAWN AVE,174,06905,-73.5402037,41.07933184
,SKYVIEW DR,94,06902,-73.56528019,41.07910435
,AUTUMN LN,22,06906,-73.52870138,41.07948233
,DARTLEY ST,31,06905,-73.54285649,41.07931493
,CARRIAGE DR,95,06902,-73.57263159,41.0788616
,HOPE ST,585,06907,-73.52147815,41.07951201
,OAKLAWN AVE,142,06905,-73.53887982,41.07937342
,OAKLAWN AVE,138,06905,-73.53858537,41.07937614
,OAKLAWN AVE,132,06905,-73.5383624,41.07936653
,NEWFIELD AVE,559,06905,-73.53355258,41.07943231
,VIADUCT RD,9,06907,-73.52056981,41.07890045
,OAKLAWN AVE,191,06905,-73.54100418,41.07926237
,STANTON DR,37,06902,-73.56018188,41.07913985
,OAKLAWN AVE,126,06905,-73.53813518,41.07932315
,TOMS RD,189,06906,-73.53045086,41.07898555
,JESSUP ST,24,06902,-73.5528069,41.07919047
,AUTUMN LN,15,06906,-73.52808715,41.07937948
,TOMS RD,89,06906,-73.5261882,41.07924871
,OAKLAWN AVE,97,06905,-73.53697309,41.0791004
,BELLTOWN RD,103,06905,-73.53089601,41.07939174
,DANN DR,21,06905,-73.54144226,41.07932172
,TOMS RD,185,06906,-73.53021148,41.07894893
,TOMS RD,83,06906,-73.52592514,41.07917119
,HIGH RIDGE RD,224,06905,-73.55057966,41.07923604
,LEDGE TER,18,06905,-73.52957431,41.0793818
,DARTLEY ST,32,06905,-73.54341103,41.07925532
,BENSTONE ST,59,06905,-73.54538408,41.07923754
,CAMORE ST,37,06905,-73.5441114,41.07927358
,BENSTONE ST,54,06905,-73.54587717,41.07899597
,HOPE ST,578,06907,-73.5219512,41.0792699
,OAKLAWN AVE,188,06905,-73.54042929,41.07913101
,CARRIAGE DR S,48,06902,-73.56999875,41.07884748
,STANTON DR,32,06902,-73.56094726,41.07900864
,LEDGE TER,21,06905,-73.52988233,41.07935518
,DANN DR,22,06905,-73.5420352,41.07922987
,OAKLAWN AVE,118,06905,-73.53796095,41.07921868
,LONG RIDGE RD,241,06902,-73.55336376,41.07914086
,STILLWATER RD,1071,06902,-73.55797244,41.07894595
,JESSUP ST,7,06902,-73.55219994,41.07914935
,WESTWOOD RD,83,06902,-73.56188066,41.0790166
,BELLTOWN RD,100,06905,-73.53150273,41.07928905
,TOMS RD,77,06906,-73.5257001,41.07909455
,STILLWATER RD,1074,06902,-73.55869638,41.07901917
,CAMORE ST,34,06905,-73.54477181,41.0790591
,FAIRLAND ST,21,06905,-73.53237165,41.07865631
,TOMS RD,121,06906,-73.52772143,41.07915885
,BELLTOWN RD,99,06905,-73.53093843,41.07927139
,DARTLEY ST,27,06905,-73.54281802,41.07917442
,SKYVIEW DR,95,06902,-73.56469184,41.07895237
,POPLAR ST,44,06907,-73.51854558,41.07928273
,CAMORE ST,33,06905,-73.54407851,41.07914206
,TOMS RD,175,06906,-73.52986241,41.0788679
,AUTUMN LN,14,06906,-73.52864776,41.07925678
,WESTOVER RD,695,06902,-73.57433262,41.07887083
,TOMS RD,71,06906,-73.52545965,41.07896107
,OAKLAWN AVE,114,06905,-73.53778257,41.07912728
,TOMS RD,195,06906,-73.53074769,41.07904469
,BENSTONE ST,53,06905,-73.54534008,41.07904898
,DANN DR,15,06905,-73.5414285,41.07906536
,SKYVIEW DR,84,06902,-73.5654274,41.07880992
,TOMS RD,149,06906,-73.52888822,41.07876247
,WESTWOOD RD,70,06902,-73.56275469,41.07877016
,DARTLEY ST,26,06905,-73.54339984,41.07908345
,CARRIAGE DR S,36,06902,-73.56929376,41.07870622
,TERRACE AVE,57,06905,-73.55282986,41.07896781
,STANTON DR,29,06902,-73.56017068,41.07885409
,AUTUMN LN,5,06906,-73.52796319,41.07912867
,FAIRLAND ST,25,06905,-73.53257101,41.07865195
,TERRACE AVE,65,06905,-73.55310496,41.07891408
,WEST HILL RD,429,06902,-73.5671124,41.07885193
,DANN DR,9,06905,-73.5413147,41.07890729
,VANECH DR,14,06905,-73.53878456,41.07910781
,POPLAR ST,32,06907,-73.51877523,41.07912886
,HOPE ST,575,06907,-73.5214593,41.07922106
,WESTOVER RD,691,06902,-73.5749182,41.07862027
,OAKLAWN AVE,110,06905,-73.53762582,41.07902475
,VANECH DR,11,06905,-73.53960531,41.07907558
,BELLTOWN RD,96,06905,-73.53154519,41.07912725
,LONG RIDGE RD,237,06902,-73.55337765,41.07895911
,DARTLEY ST,21,06905,-73.54275938,41.079045
,CARRIAGE DR S,22,06902,-73.56846225,41.0786669
,TERRACE AVE,43,06905,-73.55208938,41.07900076
,TOMS RD,203,06906,-73.53097934,41.07908996
,CAMORE ST,29,06905,-73.54404682,41.07901517
,FAIRLAND ST,17,06905,-73.53219827,41.07865991
,OAKLAWN AVE,106,06905,-73.53742539,41.07890328
,HOPE ST,562,06907,-73.52220181,41.07888991
,TOMS RD,181,06906,-73.53005821,41.07889985
,DARTLEY ST,24,06905,-73.54332559,41.07897329
,OAKLAWN AVE,230,06905,-73.54155424,41.07726411
,WESTWOOD RD,58,06902,-73.56306442,41.07855036
,DANN DR,14,06905,-73.54195483,41.07893346
,WESTWOOD RD,75,06902,-73.56204548,41.07871252
,HIGH RIDGE RD,216,06905,-73.55037217,41.07890333
,POPLAR ST,39,06907,-73.51804156,41.07907821
,CARRIAGE DR,106,06902,-73.57222449,41.07850554
,STILLVIEW RD,1,06902,-73.55861789,41.07879364
,STANTON DR,28,06902,-73.56091505,41.07873728
,TOMS RD,171,06906,-73.5296325,41.07882085
,WESTWOOD RD,46,06902,-73.56341679,41.07850222
,HOPE ST,570,06907,-73.52207553,41.07909132
,CAMORE ST,28,06905,-73.54457962,41.07890483
,BENSTONE ST,45,06905,-73.54529324,41.07885167
,AUTUMN LN,6,06906,-73.52844142,41.07895479
,SKYVIEW DR,83,06902,-73.56479475,41.07867905
,STONY BROOK DR,81,06902,-73.5712609,41.07847493
,DARTLEY ST,17,06905,-73.54271295,41.07890849
,WESTWOOD RD,36,06902,-73.56380615,41.07842281
,TERRACE AVE,14,06905,-73.55074443,41.0788018
,OAKLAWN AVE,100,06905,-73.53726564,41.07879344
,BELLTOWN RD,92,06905,-73.53155528,41.07896627
,CAMORE ST,25,06905,-73.54401203,41.07887578
,TOMS RD,165,06906,-73.52939973,41.07878186
,HOPE ST,569,06907,-73.52157116,41.07900295
,WEST HILL RD,410,06902,-73.56783635,41.07828167
,TOMS RD,100,06906,-73.52670795,41.07888348
,TERRACE AVE,18,06905,-73.55092464,41.07878236
,VANECH DR,20,06905,-73.53880209,41.07887644
,WESTWOOD RD,28,06902,-73.56418428,41.07840294
,STILLVIEW RD,9,06902,-73.55914694,41.07845742
,FAIRLAND ST,29,06905,-73.53274459,41.07873367
,TOMS RD,143,06906,-73.52861665,41.07882116
,TERRACE AVE,20,06905,-73.55110486,41.07876325
,SKYVIEW DR,76,06902,-73.56559839,41.07855983
,TOMS RD,161,06906,-73.5291882,41.0787423
,POPLAR ST,57,06907,-73.51791982,41.07870898
,CARRIAGE DR,115,06902,-73.5730645,41.07840515
,DORLEN RD,8,06905,-73.53464686,41.07879961
,VANECH DR,19,06905,-73.53953651,41.07886029
,TERRACE AVE,24,06905,-73.55127862,41.07872749
,DARTLEY ST,20,06905,-73.54327107,41.07882652
,HIGH RIDGE RD,214,06905,-73.55037105,41.0787896
,NEWFIELD AVE,555,06905,-73.53350244,41.07882085
,TERRACE AVE,28,06905,-73.55145521,41.07870841
,TOMS RD,92,06906,-73.52690093,41.07773049
,DARTLEY ST,15,06905,-73.54273849,41.07878972
,TERRACE AVE,34,06905,-73.55165264,41.07870994
,STILLVIEW RD,27,06902,-73.55967734,41.07837375
,WESTOVER RD,684,06902,-73.57859525,41.07787614
,CLIFFORD AVE,9,06905,-73.53717112,41.07851608
,TERRACE AVE,38,06905,-73.55183174,41.07869238
,DANN DR,6,06905,-73.54178477,41.07870077
,TERRACE AVE,42,06905,-73.55200108,41.07867764
,FAIRLAND ST,31,06905,-73.53293029,41.0786196
,CAMORE ST,21,06905,-73.54397677,41.07873536
,TOMS RD,86,06906,-73.52619518,41.07879253
,FAIRLAND ST,37,06905,-73.53311904,41.07861213
,TERRACE AVE,46,06905,-73.55218204,41.07866368
,STANTON DR,21,06902,-73.56016587,41.07852097
,HOPE ST,565,06907,-73.52161831,41.07885648
,WEST HILL RD,417,06902,-73.5671759,41.07853305
,TERRACE AVE,52,06905,-73.55236118,41.07864869
,BENSTONE ST,41,06905,-73.54524637,41.07865078
,OAKLAWN AVE,229,06905,-73.54211783,41.07853956
,CAMORE ST,22,06905,-73.54451601,41.07867538
,BELLTOWN RD,86,06905,-73.53152791,41.07881761
,BENSTONE ST,38,06905,-73.54575808,41.07852783
,POPLAR ST,33,06907,-73.51860902,41.07890856
,TERRACE AVE,54,06905,-73.5525486,41.07863331
,WESTOVER RD,680,06902,-73.57754443,41.07829198
,FAIRLAND ST,11,06905,-73.5319994,41.07867373
,WESTWOOD RD,67,06902,-73.56222126,41.07844469
,TERRACE AVE,58,06905,-73.55272683,41.07861833
,HIGH RIDGE RD,210,06905,-73.55033232,41.07866331
,STONY BROOK DR,61,06902,-73.5701169,41.0782387
,DARTLEY ST,14,06905,-73.54323532,41.07868319
,LONG RIDGE RD,221,06905,-73.55309792,41.07853209
,VANECH DR,26,06905,-73.53872215,41.07866976
,LARKIN ST,53,06907,-73.5182938,41.07871941
,WESTWOOD RD,10,06902,-73.56492573,41.07843571
,OAKLAWN AVE,233,06905,-73.54235832,41.07848042
,STANTON DR,20,06902,-73.56086444,41.07847289
,LONG RIDGE RD,260,06902,-73.55457393,41.07949831
,VANECH DR,25,06905,-73.53956068,41.07866559
,BELLTOWN RD,81,06905,-73.53105125,41.07865787
,WESTOVER RD,678,06902,-73.57660703,41.0782563
,POPLAR ST,25,06907,-73.51906988,41.07870863
,OAKLAWN AVE,237,06905,-73.54254364,41.07845186
,TOMS RD,130,06906,-73.52781601,41.07865474
,SKYVIEW DR,68,06902,-73.56577023,41.07833207
,CAMORE ST,17,06905,-73.5439526,41.07861788
,POPLAR ST,23,06907,-73.51932417,41.07865818
,OAKLAWN AVE,241,06905,-73.5427224,41.07842489
,HOPE ST,561,06907,-73.52161383,41.07873597
,OAKLAWN AVE,86,06905,-73.53673548,41.07858289
,TOMS RD,134,06906,-73.52798862,41.07862423
,DARTLEY ST,8,06905,-73.54319405,41.07856182
,HIGH RIDGE RD,206,06905,-73.55032025,41.07852874
,TOMS RD,190,06906,-73.53055374,41.07856061
,NEWFIELD AVE,538,06905,-73.5341804,41.07850884
,POPLAR ST,11,06907,-73.51963955,41.0786345
,BELLTOWN RD,82,06905,-73.53159934,41.07864617
,OAKLAWN AVE,84,06905,-73.53655666,41.07854912
,WESTOVER RD,677,06902,-73.57458176,41.0781875
,BENSTONE ST,35,06905,-73.54518506,41.07845085
,TOMS RD,186,06906,-73.53038871,41.07857124
,CAMORE ST,18,06905,-73.54450202,41.07851312
,DELEO DR,10,06906,-73.52568839,41.07857263
,TOMS RD,138,06906,-73.52815288,41.07854008
,OAKLAWN AVE,261,06905,-73.54343369,41.07828359
,STONY BROOK DR,39,06902,-73.56913174,41.07805911
,OAKLAWN AVE,80,06905,-73.53640311,41.07852356
,WESTWOOD RD,59,06902,-73.562556,41.07823646
,OAKLAWN AVE,263,06905,-73.5436144,41.07824871
,TOMS RD,182,06906,-73.53021092,41.07854689
,MC CLEAN AVE,11,06905,-73.55067821,41.07825432
,LARKIN ST,14,06907,-73.52014666,41.0783443
,OAKLAWN AVE,41,06905,-73.53464944,41.07827521
,NEWFIELD AVE,543,06905,-73.53363639,41.07854447
,MC CLEAN AVE,15,06905,-73.55085781,41.07824019
,OAKLAWN AVE,76,06905,-73.53623758,41.07847435
,HOPE ST,559,06907,-73.52151213,41.0785872
,BELLTOWN RD,77,06905,-73.53108178,41.07853793
,VANECH DR,30,06905,-73.53868919,41.07846431
,OAKLAWN AVE,269,06905,-73.54379102,41.07821335
,MC CLEAN AVE,19,06905,-73.55103853,41.07822589
,TOMS RD,142,06906,-73.52834084,41.07844703
,WEST HILL RD,407,06902,-73.56720399,41.07815106
,WESTOVER RD,671,06902,-73.57529975,41.07806497
,STILLWATER RD,1052,06902,-73.55863092,41.07815938
,MC CLEAN AVE,23,06905,-73.55122062,41.07821157
,VANECH DR,29,06905,-73.53958632,41.07846077
,STILLVIEW RD,41,06902,-73.5601871,41.07810541
,CAMORE ST,7,06905,-73.54396382,41.07829247
,OAKLAWN AVE,72,06905,-73.5360276,41.0784456
,MC CLEAN AVE,27,06905,-73.55139818,41.07819781
,DALE PL,41,06906,-73.52741171,41.07855045
,TOMS RD,102,06906,-73.52679141,41.07845037
,LARKIN ST,60,06907,-73.51878858,41.07857561
,OAKLAWN AVE,47,06905,-73.53481474,41.07837083
,TOMS RD,66,06906,-73.52540066,41.07849173
,MC CLEAN AVE,31,06905,-73.55157687,41.07818369
,TOMS RD,174,06906,-73.5298877,41.0784375
,LARKIN ST,47,06907,-73.51829791,41.07854184
,MC CLEAN AVE,35,06905,-73.55175806,41.07816938
,STANTON DR,14,06902,-73.56071851,41.07819977
,DARTLEY ST,4,06905,-73.54314115,41.07834948
,MC CLEAN AVE,39,06905,-73.5519406,41.0781554
,CAMORE ST,14,06905,-73.54439513,41.07836554
,LONG RIDGE RD,217,06905,-73.55313073,41.07831698
,MC CLEAN AVE,41,06905,-73.55212042,41.0781411
,TOMS RD,168,06906,-73.52971309,41.07839495
,DELEO DR,11,06906,-73.52622821,41.07842384
,OAKLAWN AVE,64,06905,-73.53565924,41.07839513
,MC CLEAN AVE,47,06905,-73.55229844,41.07812716
,MC CLEAN AVE,51,06905,-73.55248075,41.07811301
,WESTWOOD RD,51,06902,-73.56290315,41.07805651
,TOMS RD,166,06906,-73.52952838,41.07836019
,VIADUCT RD,31,06907,-73.52076181,41.07812558
,MC CLEAN AVE,53,06905,-73.55263772,41.0781307
,TOMS RD,148,06906,-73.52869055,41.07838289
,HOPE ST,555,06907,-73.52157067,41.07845746
,OAKLAWN AVE,60,06905,-73.53549635,41.0783508
,WEST HILL RD,398,06902,-73.56792361,41.07791228
,BENSTONE ST,29,06905,-73.54514368,41.07827359
,BENSTONE ST,32,06905,-73.54572717,41.07831126
,TOMS RD,162,06906,-73.52931096,41.07837831
,LARKIN ST,52,06907,-73.51902583,41.07844154
,NEWFIELD AVE,534,06905,-73.53415875,41.07830833
,STONY BROOK DR,74,06902,-73.57078333,41.0778458
,OAKLAWN AVE,39,06905,-73.53454865,41.07817226
,BELLTOWN RD,71,06905,-73.53110127,41.07835344
,TOMS RD,158,06906,-73.52906183,41.07836011
,HIGH RIDGE RD,200,06905,-73.5504465,41.07836536
,BELLTOWN RD,72,06905,-73.53165709,41.0783905
,CARRIAGE DR,121,06902,-73.5726794,41.07780625
,DALE PL,37,06906,-73.52740032,41.07839024
,LARKIN ST,28,06907,-73.51941351,41.07824358
,OAKLAWN AVE,54,06905,-73.53535362,41.07827316
,WESTWOOD RD,45,06902,-73.56324214,41.07803946
,VANECH DR,36,06905,-73.53868423,41.07826797
,FAIRLAND ST,24,06905,-73.53243222,41.07832563
,TOMS RD,56,06906,-73.52502135,41.07825801
,APPLEBEE RD,13,06905,-73.54608873,41.07789607
,WESTWOOD RD,3,06902,-73.56523992,41.07797123
,CLIFFORD AVE,15,06905,-73.53726524,41.0782659
,CAMORE ST,2,06905,-73.54431568,41.07813612
,DALE PL,38,06906,-73.52791665,41.07838628
,VANECH DR,37,06905,-73.53961091,41.0782635
,FAIRLAND ST,26,06905,-73.5326074,41.07831678
,LARKIN ST,24,06907,-73.51961895,41.07840766
,WESTOVER RD,668,06902,-73.57652321,41.07786674
,LONG RIDGE RD,211,06905,-73.55309946,41.07817036
,FAIRLAND ST,32,06905,-73.53278108,41.07828962
,APPLEBEE RD,17,06905,-73.54626596,41.07787442
,LARKIN ST,22,06907,-73.51978253,41.07823798
,FAIRLAND ST,36,06905,-73.53295693,41.07826494
,OAKLAWN AVE,285,06905,-73.54446984,41.07805777
,FAIRLAND ST,40,06905,-73.5331366,41.07825685
,WESTWOOD RD,37,06902,-73.56370191,41.07798613
,LARKIN ST,18,06907,-73.51996433,41.07827308
,FAIRLAND ST,44,06905,-73.53336455,41.0782335
,HOPE ST,545,06907,-73.52145915,41.07828213
,APPLEBEE RD,21,06905,-73.54644363,41.07785105
,NEWFIELD AVE,535,06905,-73.53362308,41.07828133
,OAKLAWN AVE,287,06905,-73.54461485,41.07801182
,TOMS RD,52,06906,-73.52478761,41.07822178
,BLUEBERRY DR,122,06902,-73.56147687,41.0774788
,STILLWATER RD,1042,06902,-73.55857066,41.07790029
,WESTOVER RD,666,06902,-73.57735876,41.07777848
,APPLEBEE RD,25,06905,-73.54662177,41.07782888
,DELEO DR,18,06906,-73.52570735,41.07822845
,WESTWOOD RD,29,06902,-73.56409041,41.07795401
,BENSTONE ST,25,06905,-73.54511211,41.07813761
,HORNEZ ST,4,06905,-73.53204819,41.07826837
,WESTWOOD RD,11,06902,-73.564845,41.07794651
,STILLVIEW RD,30,06902,-73.55939796,41.07790399
,WEST HILL RD,395,06902,-73.56705792,41.07786072
,BELLTOWN RD,66,06905,-73.5316816,41.07814544
,WESTWOOD RD,19,06902,-73.56439675,41.07789725
,STANTON DR,6,06902,-73.56072526,41.07783584
,DALE PL,33,06906,-73.52746999,41.07827883
,DALE PL,34,06906,-73.52792754,41.07824091
,CLIFFORD AVE,21,06905,-73.53730859,41.07808177
,BELLTOWN RD,69,06905,-73.53112634,41.0781946
,RUTZ ST,70,06906,-73.52544624,41.07810587
,SUMMIT PL,28,06906,-73.53033291,41.07818841
,CLIFFORD AVE,18,06905,-73.53676923,41.07814555
,LARKIN ST,36,06907,-73.51902554,41.07824735
,BENSTONE ST,24,06905,-73.54565396,41.07802393
,TOMS RD,44,06906,-73.52455709,41.07806792
,LONG RIDGE RD,207,06905,-73.55311312,41.07802041
,STONY BROOK DR,56,06902,-73.57000342,41.07772008
,BLUEBERRY DR,114,06902,-73.56185721,41.07749897
,DELEO DR,19,06906,-73.52628668,41.07815515
,APPLEBEE RD,31,06905,-73.54681143,41.07778795
,NEWFIELD AVE,532,06905,-73.53414199,41.07812152
,OAKLAWN AVE,44,06905,-73.53510363,41.0780863
,SUMMIT PL,29,06906,-73.52982233,41.07816457
,VANECH DR,54,06905,-73.53810156,41.07790365
,OAKLAWN AVE,289,06905,-73.54480414,41.07793496
,VANECH DR,42,06905,-73.53867997,41.07807456
,CENTRAL ST,28,06906,-73.52910364,41.07814603
,VANECH DR,43,06905,-73.53961626,41.07806825
,OAKLAWN AVE,293,06905,-73.54497277,41.07785745
,TOMS RD,26,06906,-73.52436562,41.07801758
,HIGH RIDGE RD,188,06905,-73.5503208,41.07796652
,WESTOVER RD,655,06902,-73.57481605,41.07774683
,OAKLAWN AVE,297,06905,-73.54510436,41.07766704
,CENTRAL ST,29,06906,-73.52859511,41.0781228
,DALE PL,30,06906,-73.52794677,41.07810406
,LINDSEY AVE,16,06905,-73.53573662,41.07802654
,DALE PL,29,06906,-73.52735292,41.07810553
,CLIFFORD AVE,25,06905,-73.53735632,41.0779605
,DUBOIS ST,40,06905,-73.54810855,41.07783164
,MC CLEAN AVE,12,06905,-73.55066605,41.07788852
,DUBOIS ST,36,06905,-73.54829443,41.07784938
,MC CLEAN AVE,16,06905,-73.55084112,41.07787494
,HOPE ST,543,06907,-73.52180279,41.07808645
,TOMS RD,20,06906,-73.52418574,41.07801702
,BELLTOWN RD,63,06905,-73.53115432,41.07805689
,NEWFIELD AVE,527,06905,-73.53358029,41.07801245
,DUBOIS ST,32,06905,-73.54847403,41.07783492
,MC CLEAN AVE,22,06905,-73.55102184,41.07785995
,GREENLEAF DR,95,06902,-73.57154666,41.07736963
,APPLEBEE RD,35,06905,-73.54701827,41.07774833
,DUBOIS ST,42,06905,-73.54791971,41.07779402
,OAKLAWN AVE,40,06905,-73.53499712,41.07799093
,MC CLEAN AVE,26,06905,-73.55120482,41.0778446
,LINDSEY AVE,17,06905,-73.53626065,41.07796666
,RUTZ ST,67,06906,-73.52506568,41.07800065
,DUBOIS ST,28,06905,-73.54865062,41.07781584
,SUMMIT PL,22,06906,-73.53038583,41.07793063
,DELEO DR,24,06906,-73.52574218,41.07797331
,MC CLEAN AVE,32,06905,-73.55138441,41.07782979
,CLIFFORD AVE,24,06905,-73.53679169,41.07793307
,SUMMIT PL,25,06906,-73.52984095,41.0780339
,DUBOIS ST,24,06905,-73.54882947,41.07779658
,MC CLEAN AVE,34,06905,-73.55156359,41.07781841
,STILLVIEW RD,46,06902,-73.56006981,41.07762355
,CENTRAL ST,19,06906,-73.52911546,41.07801524
,BENSTONE ST,20,06905,-73.54565403,41.07789456
,SKYVIEW DR,52,06902,-73.56603868,41.07763608
,MC CLEAN AVE,36,06905,-73.55174404,41.07780033
,DUBOIS ST,20,06905,-73.54900884,41.07774285
