DeletionFlag,StreetName,Address,ZipCode,X_COORD,Y_COORD
,MULBERRY ST,135,06907,-73.52573681,41.09632157
,ELMER ST,35,06907,-73.52297881,41.09649216
,HARTSWOOD RD,79,06905,-73.5513238,41.09611068
,MULBERRY ST,139,06907,-73.52582745,41.09615966
,NUTMEG LN,81,06905,-73.53719738,41.09621833
,MULBERRY ST,141,06907,-73.52604391,41.09598606
,MULBERRY ST,143,06907,-73.52620299,41.09597743
,MULBERRY ST,145,06907,-73.52636871,41.09628472
,VINE RD,359,06905,-73.53566069,41.09606179
,ASHTON RD,58,06905,-73.5528765,41.09614549
,HIGHVIEW AVE,32,06907,-73.51613563,41.09651611
,HIGHVIEW AVE,35,06907,-73.51574333,41.09649918
,HOLLOW OAK LN,8,06905,-73.54603225,41.09615201
,HAIG AVE,359,06905,-73.52706548,41.09633373
,CRYSTAL LAKE RD,208,06905,-73.55683069,41.09598613
,MULBERRY ST,21,06907,-73.52070883,41.09619463
,MULBERRY ST,25,06907,-73.52086666,41.09618842
,RIDGEWAY ST,38,06907,-73.52361951,41.09642561
,MULBERRY ST,29,06907,-73.52107093,41.09616802
,MULBERRY ST,35,06907,-73.52127178,41.09613993
,ASHTON RD,74,06905,-73.55396375,41.09617271
,IDLEWOOD PL,44,06905,-73.54203133,41.09622952
,RIDGEWAY ST,39,06907,-73.52412283,41.09643652
,CLUB RD,14,06905,-73.5325781,41.09620904
,NUTMEG LN,90,06905,-73.53800764,41.09619526
,ELMER ST,40,06907,-73.52249238,41.09631258
,MULBERRY ST,59,06907,-73.52227976,41.0961056
,PEPPER RIDGE RD,500,06905,-73.53977397,41.09612267
,MULBERRY ST,51,06907,-73.52198635,41.09614802
,IDLEWOOD PL,53,06905,-73.54306387,41.09616351
,ASHTON RD,64,06905,-73.55316567,41.09607846
,ROLLING WOOD DR,97,06905,-73.54368018,41.09612435
,LITTLE HILL DR,156,06905,-73.54522482,41.09606516
,IDLEWOOD DR,104,06905,-73.54149558,41.09613708
,HARTSWOOD RD,93,06905,-73.5516644,41.09597162
,IDLEWOOD DR,111,06905,-73.54085578,41.0961263
,HAIG AVE,358,06905,-73.52769899,41.0962997
,ELMER ST,41,06907,-73.52292476,41.0963039
,CRYSTAL LAKE RD,200,06905,-73.55641809,41.09590225
,BARNCROFT RD,88,06902,-73.57113336,41.09567483
,CRYSTAL LAKE RD,186,06905,-73.55564837,41.09593256
,MULBERRY ST,75,06907,-73.52308948,41.09607322
,VINE RD,404,06905,-73.53347083,41.09589034
,HARTSWOOD RD,68,06905,-73.55079221,41.09589222
,HOPE ST,1110,06907,-73.52004088,41.09630391
,MULBERRY ST,79,06907,-73.52328514,41.09616968
,MULBERRY ST,83,06907,-73.52344157,41.09605111
,OLD MILL LN,177,06902,-73.58571715,41.0953908
,NEWFIELD AVE,1064,06905,-73.5320568,41.09597698
,MUNKO DR,59,06902,-73.57175488,41.09572187
,DAGMAR PL,15,06905,-73.52805058,41.09611119
,RIDGEWAY ST,42,06907,-73.52372473,41.09631159
,ASHTON RD,70,06905,-73.55360624,41.09600033
,ROXBURY RD,403,06902,-73.57410347,41.09574606
,MUNKO DR,31,06902,-73.57318252,41.09578453
,BEL AIRE DR,12,06905,-73.54722332,41.09605342
,HIGHVIEW AVE,26,06907,-73.51630568,41.09634378
,RIDGEWAY ST,43,06907,-73.52416473,41.09629815
,HARTSWOOD RD,99,06905,-73.55198426,41.09590144
,DAGMAR PL,21,06905,-73.52833641,41.096083
,CRYSTAL LAKE RD,192,06905,-73.55603373,41.09588593
,SOUTHWEST DR,15,06905,-73.54976199,41.09605764
,PEPPER RIDGE RD,503,06905,-73.53903684,41.09600768
,LEDGE BROOK RD,10,06903,-73.59504389,41.09557452
,LITTLE HILL DR,150,06905,-73.54544194,41.09594426
,DAGMAR PL,27,06905,-73.52860367,41.09605699
,IDLEWOOD PL,46,06905,-73.54220438,41.09601974
,NUTMEG LN,65,06905,-73.53683826,41.09597859
,IDLEWOOD PL,51,06905,-73.54279584,41.09603772
,ROLLING WOOD DR,104,06905,-73.54435365,41.09601286
,HOPE ST,1103,06907,-73.51941628,41.09620214
,MUNKO DR,49,06902,-73.57238654,41.09566162
,NEWFIELD AVE,1035,06905,-73.5298114,41.09450616
,HARTSWOOD RD,107,06905,-73.55231306,41.09587749
,HAIG AVE,353,06905,-73.52700404,41.09612098
,ROLLING WOOD DR,91,06905,-73.54351173,41.09595878
,CAMP AVE,72,06907,-73.51568276,41.09558823
,VINE RD,375,06905,-73.53502444,41.09571267
,IDLEWOOD DR,98,06905,-73.54166626,41.09591213
,MULBERRY ST,149,06907,-73.5264847,41.09595664
,MULBERRY ST,89,06907,-73.52368274,41.09608087
,SOUTHWEST DR,8,06905,-73.54925265,41.09586718
,PEPPER RIDGE RD,492,06905,-73.53993124,41.09588994
,HARTSWOOD RD,115,06905,-73.55259218,41.09580041
,MULBERRY ST,99,06907,-73.5241286,41.09604914
,NUTMEG LN,82,06905,-73.53782078,41.09592733
,MULBERRY ST,103,06907,-73.52438224,41.09603987
,IDLEWOOD PL,50,06905,-73.54248904,41.09593957
,HAIG AVE,354,06905,-73.52766815,41.09609028
,HOLLOW OAK LN,18,06905,-73.54572219,41.09587245
,WILDER RD,12,06905,-73.55511749,41.09582619
,RYAN ST,49,06907,-73.5169995,41.09614726
,HIGHVIEW AVE,22,06907,-73.51612923,41.09621811
,CAMP AVE,84,06907,-73.51529606,41.09565499
,HARTSWOOD RD,121,06905,-73.55288437,41.09574601
,SOUTHWEST DR,31,06905,-73.55029024,41.09570895
,IDLEWOOD DR,103,06905,-73.5409957,41.09586955
,HOLLOW OAK LN,3,06905,-73.54658927,41.09583741
,HOPE ST,1099,06907,-73.51935584,41.09607612
,WESTOVER RD,1225,06902,-73.57885152,41.09549258
,ROLLING WOOD DR,98,06905,-73.54416715,41.09585445
,NUTMEG LN,53,06905,-73.53642064,41.09575916
,CERRETTA ST,21,06907,-73.51498259,41.09609441
,BARNCROFT RD,103,06902,-73.57016359,41.09550509
,LITTLE HILL DR,161,06905,-73.54461753,41.09581857
,CERRETTA ST,31,06907,-73.51477774,41.09601457
,HARTSWOOD RD,127,06905,-73.55316348,41.0956883
,LONG RIDGE RD,778,06902,-73.56473491,41.09535759
,VINE RD,416,06905,-73.53292644,41.0956089
,WESTOVER RD,1223,06902,-73.58007819,41.09552176
,ROLLING WOOD DR,87,06905,-73.54340102,41.09573867
,RYAN ST,45,06907,-73.51697363,41.09600975
,PEPPER RIDGE RD,491,06905,-73.53925143,41.0956262
,HAIG AVE,345,06905,-73.52697202,41.09590519
,HARTSWOOD RD,133,06905,-73.55344533,41.09563211
,BEL AIRE DR,11,06905,-73.54682801,41.09571258
,BARNCROFT RD,121,06902,-73.56933111,41.09544678
,HOPE ST,1095,06907,-73.51915018,41.09599031
,HIGHVIEW AVE,16,06907,-73.51634394,41.09601844
,RYAN ST,44,06907,-73.51729591,41.09597966
,NUTMEG LN,76,06905,-73.53759163,41.09574734
,PEPPER RIDGE RD,482,06905,-73.54011065,41.09560608
,HOPE ST,1100,06907,-73.51988325,41.09587164
,LITTLE HILL DR,155,06905,-73.54485921,41.09568616
,HARTSWOOD RD,139,06905,-73.553787,41.09557224
,LEDGE BROOK RD,46,06903,-73.59371399,41.09514427
,HIGH RIDGE RD,704,06905,-73.54818631,41.09543124
,MEADOWPARK AVE N,107,06905,-73.55082738,41.09566133
,NUTMEG LN,47,06905,-73.53616958,41.09561614
,MULBERRY ST,14,06907,-73.5202958,41.09594755
,MULBERRY ST,24,06907,-73.52079937,41.09591834
,VINE RD,377,06905,-73.53439966,41.09555879
,IDLEWOOD DR,86,06905,-73.54195863,41.09565322
,SOUTHWEST DR,30,06905,-73.54943972,41.09562301
,ROLLING WOOD DR,86,06905,-73.54404974,41.09561597
,HOLLOW OAK LN,17,06905,-73.54629157,41.09561274
,WESTOVER RD,1208,06902,-73.58148248,41.09510958
,MULBERRY ST,34,06907,-73.52117212,41.0958319
,HIGH RIDGE RD,705,06905,-73.54726998,41.09557592
,MULBERRY ST,40,06907,-73.52137589,41.09585971
,HOPE ST,1091,06907,-73.5192682,41.09581492
,MULBERRY ST,42,06907,-73.52155169,41.09584634
,BROOKHOLLOW LN,44,06902,-73.58386844,41.09520691
,IDLEWOOD DR,95,06905,-73.54113665,41.09561812
,MULBERRY ST,48,06907,-73.52184107,41.09583219
,BROOKHOLLOW LN,54,06902,-73.58438925,41.09500253
,OLD MILL LN,121,06902,-73.58499443,41.09496613
,HARTSWOOD RD,143,06905,-73.55406357,41.09549712
,MULBERRY ST,54,06907,-73.52205509,41.09577207
,BARNCROFT RD,152,06902,-73.56793996,41.09527656
,OLD MILL LN,170,06902,-73.58644255,41.09490238
,RED BIRD RD,12,06905,-73.53906458,41.09541086
,MULBERRY ST,58,06907,-73.52227793,41.09582149
,MEADOWPARK AVE N,104,06905,-73.55141415,41.09553314
,SWAMPSCOTT RD,48,06905,-73.54909017,41.09532956
,SWAMPSCOTT RD,54,06905,-73.54877634,41.09540346
,WILDER RD,77,06905,-73.55674867,41.0951743
,MULBERRY ST,64,06907,-73.52245762,41.09581084
,LITTLE HILL DR,149,06905,-73.54506925,41.09556136
,MULBERRY ST,68,06907,-73.52263708,41.09579933
,WILDER RD,24,06905,-73.55509207,41.09545081
,MULBERRY ST,70,06907,-73.52281359,41.09578853
,CAMP AVE,62,06907,-73.51624762,41.09578267
,BARNCROFT RD,10,06902,-73.57349172,41.09516193
,BRUNDAGE ST,35,06907,-73.52306669,41.09525725
,BRUNDAGE ST,51,06907,-73.52316584,41.09573786
,DAGMAR PL,6,06905,-73.52756064,41.09567211
,CAMP AVE,12,06907,-73.51864491,41.09575013
,SWAMPSCOTT RD,58,06905,-73.54847471,41.09543023
,HARTSWOOD RD,100,06905,-73.55182535,41.09547811
,CAMP AVE,38,06907,-73.51741754,41.09560849
,DAGMAR PL,12,06905,-73.52788837,41.0956553
,NUTMEG LN,39,06905,-73.53582597,41.09545965
,MULBERRY ST,88,06907,-73.52361422,41.09571193
,NEWFIELD AVE,1048,06905,-73.53224827,41.09533209
,IDLEWOOD DR,76,06905,-73.54237984,41.09541139
,CARROLL ST,77,06907,-73.52080925,41.09573328
,MULBERRY ST,94,06907,-73.52389235,41.09564471
,NUTMEG LN,68,06905,-73.53730653,41.09553559
,MULBERRY ST,98,06907,-73.52413284,41.09563621
,HOPE ST,1087,06907,-73.51922899,41.09570094
,MULBERRY ST,104,06907,-73.52431714,41.09547932
,HARTSWOOD RD,106,06905,-73.55210335,41.09540924
,DAGMAR RD,15,06905,-73.52844404,41.09562789
,MULBERRY ST,110,06907,-73.52462495,41.09561079
,WILDER RD,69,06905,-73.55626928,41.0950799
,BROOKHOLLOW LN,37,06902,-73.5825087,41.09496148
,MULBERRY ST,116,06907,-73.52486742,41.09558724
,OVERHILL RD,89,06902,-73.57034635,41.0951274
,MULBERRY ST,120,06907,-73.52503094,41.09556889
,WILDER RD,27,06905,-73.5556221,41.09532693
,HAIG AVE,337,06905,-73.52693759,41.09561505
,MULBERRY ST,124,06907,-73.52537888,41.09560898
,MEADOWPARK AVE N,97,06905,-73.55078776,41.09541967
,LITTLE HILL DR,143,06905,-73.54530595,41.09544649
,WESTOVER RD,1209,06902,-73.57994037,41.09498728
,MULBERRY ST,128,06907,-73.52557655,41.09557753
,RED BIRD RD,20,06905,-73.53870626,41.09537091
,MULBERRY ST,130,06907,-73.52575176,41.09560719
,HARTSWOOD RD,114,06905,-73.55244529,41.0953628
,CAMP AVE,88,06907,-73.51506889,41.09563176
,MULBERRY ST,134,06907,-73.52594872,41.09558049
,PEPPER RIDGE RD,476,06905,-73.54029127,41.09537548
,SOUTHWEST DR,36,06905,-73.54969682,41.09542493
,MULBERRY ST,136,06907,-73.52616415,41.09558195
,SOUTHWEST DR,37,06905,-73.55027532,41.09537993
,HOPE ST,1085,06907,-73.51915512,41.09563371
,MULBERRY ST,150,06907,-73.52645306,41.09558324
,BARNCROFT RD,147,06902,-73.56875581,41.095101
,ROLLING WOOD DR,81,06905,-73.54331043,41.09544082
,CAMP AVE,90,06907,-73.51489699,41.09555439
,BARNCROFT RD,30,06902,-73.57264559,41.09501659
,HOLLOW OAK LN,42,06905,-73.54496474,41.09525215
,HARTSWOOD RD,120,06905,-73.55274188,41.09532912
,SWAMPSCOTT RD,40,06905,-73.54942794,41.09517274
,CAMP AVE,92,06907,-73.51470964,41.09548362
,IDLEWOOD DR,87,06905,-73.54131856,41.09536234
,CARROLL ST,73,06907,-73.52077591,41.09564009
,ROLLING WOOD DR,80,06905,-73.54401635,41.09543494
,NUTMEG LN,33,06905,-73.53549695,41.09535893
,NUTMEG LN,60,06905,-73.53695273,41.09535516
,HOPE ST,1094,06907,-73.51964359,41.0954794
,CARROLL ST,72,06907,-73.52117171,41.09546422
,HARTSWOOD RD,126,06905,-73.55306361,41.0952469
,MEADOWPARK AVE N,96,06905,-73.55136554,41.09526776
,RED BIRD RD,28,06905,-73.53834355,41.095251
,HOPE ST,1081,06907,-73.51905758,41.09549891
,HIGH RIDGE RD,699,06905,-73.54700599,41.09535073
,LITTLE HILL DR,134,06905,-73.5462227,41.09537668
,LONG RIDGE RD,755,06902,-73.56269727,41.09505033
,HARTSWOOD RD,147,06905,-73.55430141,41.09521027
,BARNCROFT RD,46,06902,-73.57187639,41.09500513
,HOLLOW OAK LN,44,06905,-73.54479878,41.09510267
,LEDGE BROOK RD,47,06903,-73.59448362,41.09479314
,DAGMAR RD,21,06905,-73.52843348,41.09546272
,HARTSWOOD RD,136,06905,-73.55337611,41.09519393
,GILFORD ST,34,06907,-73.52195458,41.09536312
,HOLLOW OAK LN,46,06905,-73.54459228,41.0949953
,CARROLL ST,71,06907,-73.52076488,41.09551236
,SIMSBURY RD,24,06905,-73.53370533,41.09513413
,IDLEWOOD DR,68,06905,-73.54258515,41.09517182
,LEDGE BROOK RD,54,06903,-73.59338492,41.09484841
,MEADOWPARK AVE N,93,06905,-73.55075883,41.09522297
,HARTSWOOD RD,140,06905,-73.55368747,41.09516431
,NUTMEG LN,52,06905,-73.53667628,41.09523559
,ROLLING WOOD DR,72,06905,-73.54409331,41.09524514
,OVERHILL RD,75,06902,-73.56984491,41.0948057
,WESTOVER RD,1227,06902,-73.57863891,41.09500373
,NUTMEG LN,19,06905,-73.53508562,41.09518114
,HAIG AVE,340,06905,-73.52747836,41.09536579
,WILDER RD,34,06905,-73.55506019,41.09517937
,ROLLING WOOD DR,77,06905,-73.5434056,41.09522967
,RED BIRD RD,38,06905,-73.5379851,41.09512379
,PEPPER RIDGE RD,464,06905,-73.54051888,41.09507771
,WILDER RD,53,06905,-73.55566932,41.0948627
,DAGMAR RD,20,06905,-73.52787744,41.09534592
,LITTLE HILL DR,121,06905,-73.54545045,41.0949662
,ROBINSON DR,67,06905,-73.54164974,41.09517982
,PEPPER RIDGE RD,473,06905,-73.53962872,41.09508086
,HAIG AVE,329,06905,-73.52685743,41.09530339
,SLEEPY HOLLOW LN,65,06907,-73.5264681,41.09527551
,SWAMPSCOTT RD,28,06905,-73.54976848,41.09507837
,AYRES DR,9,06905,-73.55175718,41.09501137
,CARROLL ST,65,06907,-73.52076458,41.09534296
,SWAMPSCOTT RD,12,06905,-73.55034123,41.09510787
,SLEEPY HOLLOW LN,59,06907,-73.52622319,41.09524469
,AYRES DR,17,06905,-73.55203535,41.09501245
,SLEEPY HOLLOW LN,53,06907,-73.52598074,41.09522146
,LITTLE HILL DR,126,06905,-73.54625189,41.09517742
,AYRES DR,21,06905,-73.55234598,41.09505332
,DAGMAR RD,27,06905,-73.52844036,41.09525991
,SLEEPY HOLLOW LN,47,06907,-73.52574962,41.09517883
,HOPE ST,1066,06907,-73.51986112,41.09522886
,BROOKHOLLOW LN,30,06902,-73.58397496,41.09428315
,NUTMEG LN,44,06905,-73.5363075,41.09506777
,SLEEPY HOLLOW LN,43,06907,-73.52551875,41.09515679
,LEDGE BROOK RD,56,06903,-73.59347572,41.09447444
,RYAN ST,27,06907,-73.51687036,41.09534756
,NUTMEG LN,7,06905,-73.53463729,41.0950165
,LEDGE BROOK RD,57,06903,-73.59382222,41.09381651
,AYRES DR,27,06905,-73.55263451,41.09499464
,SLEEPY HOLLOW LN,39,06907,-73.52529309,41.09513465
,VINE RD,379,06905,-73.53299297,41.09498075
,RED BIRD RD,54,06905,-73.53778338,41.09486994
,MEADOWPARK AVE N,84,06905,-73.55138502,41.09499986
,CAMP AVE,81,06907,-73.51600564,41.09519252
,HOPE ST,1063,06907,-73.51861955,41.09511636
,SLEEPY HOLLOW LN,35,06907,-73.52513364,41.09511243
,CARROLL ST,64,06907,-73.52106663,41.09525843
,HIGH RIDGE RD,685,06905,-73.54712382,41.0949635
,ROLLING WOOD DR,68,06905,-73.54417646,41.09503425
,CARROLL ST,61,06907,-73.5206353,41.09521654
,SLEEPY HOLLOW LN,33,06907,-73.52490869,41.09503585
,AYRES DR,35,06905,-73.55300549,41.09495056
,RYAN ST,23,06907,-73.51677209,41.09525763
,IDLEWOOD DR,62,06905,-73.54276364,41.09490875
,ROLLING WOOD DR,75,06905,-73.54349727,41.09502936
,SWAMPSCOTT RD,57,06905,-73.54855444,41.09497903
,PEPPER RIDGE RD,458,06905,-73.54069114,41.09482779
,HIGH RIDGE RD,688,06905,-73.54815906,41.09495033
,CAMP AVE,75,06907,-73.51575748,41.09521985
,OVERHILL RD,86,06902,-73.57064401,41.09462375
,SLEEPY HOLLOW LN,29,06907,-73.52468095,41.09493429
,GILFORD ST,31,06907,-73.52182257,41.09506942
,HARTSWOOD RD,159,06905,-73.55426799,41.09496347
,HAIG AVE,326,06905,-73.52744542,41.09511316
,SWAMPSCOTT RD,47,06905,-73.54888357,41.0949058
,CAMP AVE,83,06907,-73.5154528,41.09518195
,AYRES DR,43,06905,-73.55331281,41.09490089
,RED BIRD RD,15,06905,-73.539268,41.09487323
,LONG RIDGE RD,743,06902,-73.56236096,41.09475284
,NUTMEG LN,36,06905,-73.53602079,41.09494287
,DAGMAR RD,26,06905,-73.52787124,41.09509191
,AYRES DR,49,06905,-73.55364262,41.09485499
,WILDER RD,38,06905,-73.55485448,41.09471985
,OLD MILL LN,143,06902,-73.58717619,41.09419725
,RED BIRD RD,76,06905,-73.53741182,41.09472953
,GILFORD ST,32,06907,-73.52231699,41.09511499
,LITTLE HILL DR,120,06905,-73.54631668,41.09493186
,CARROLL ST,60,06907,-73.52102877,41.09512488
,DAGMAR RD,33,06905,-73.52844743,41.09505384
,RYAN ST,19,06907,-73.51674083,41.09512506
,PEPPER RIDGE RD,467,06905,-73.53988124,41.09484173
,CARROLL ST,57,06907,-73.52057843,41.09504911
,BRUNDAGE ST,29,06907,-73.52303782,41.09506709
,SWAMPSCOTT RD,39,06905,-73.54915778,41.09477569
,BARNCROFT RD,163,06902,-73.56861869,41.09450419
,MEADOWPARK AVE N,83,06905,-73.55086624,41.09478512
,BRUNDAGE ST,30,06907,-73.52358269,41.09501749
,WILDER RD,76,06905,-73.55666755,41.09480765
,SLEEPY HOLLOW LN,25,06907,-73.52455442,41.09474826
,WESTOVER RD,1194,06902,-73.58131043,41.09446754
,BARNCROFT RD,9,06902,-73.57339679,41.09458638
,OLD MILL LN,37,06902,-73.58228291,41.09395533
,ROLLING WOOD DR,63,06905,-73.54356861,41.09483571
,RED BIRD RD,23,06905,-73.53891631,41.09468087
,WESTOVER RD,1229,06902,-73.57916042,41.09456037
,ROLLING WOOD DR,64,06905,-73.54427984,41.09477107
,NUTMEG LN,26,06905,-73.53570901,41.09475092
,HOPE ST,1056,06907,-73.51967074,41.09494482
,IDLEWOOD DR,59,06905,-73.54212235,41.09472104
,WILDER RD,62,06905,-73.55619174,41.09472653
,HARTSWOOD RD,161,06905,-73.55424279,41.09474013
,BARNCROFT RD,33,06902,-73.57249827,41.09446723
,GILFORD ST,27,06907,-73.52180339,41.09495534
,CARROLL ST,56,06907,-73.52099303,41.09499732
,GILFORD ST,28,06907,-73.52227699,41.09497339
,RED BIRD RD,80,06905,-73.53672675,41.09407869
,BARNCROFT RD,297,06902,-73.57155533,41.09443446
,NEWFIELD AVE,1020,06905,-73.5324251,41.09463315
,SLEEPY HOLLOW LN,64,06907,-73.52651222,41.09487541
,CARROLL ST,53,06907,-73.52053722,41.09491953
,IDLEWOOD DR,52,06905,-73.54286113,41.09464579
,RYAN ST,15,06907,-73.51663822,41.09500901
,HOLLOW OAK LN,51,06905,-73.54500847,41.09459368
,SWAMPSCOTT RD,13,06905,-73.55042915,41.09469555
,OLD MILL LN,95,06902,-73.58488446,41.09368708
,HAIG AVE,316,06905,-73.527412,41.09485779
,BRUNDAGE ST,25,06907,-73.52298969,41.09490892
,ROBINSON DR,64,06905,-73.54164551,41.09462966
,SLEEPY HOLLOW LN,58,06907,-73.52626482,41.09483643
,LITTLE HILL DR,110,06905,-73.54615112,41.09467719
,HIGH RIDGE RD,678,06905,-73.54812578,41.09463086
,DAGMAR RD,39,06905,-73.52845432,41.09485138
,DAGMAR RD,32,06905,-73.5278648,41.09483704
,SLEEPY HOLLOW LN,54,06907,-73.52603082,41.09479823
,NUTMEG LN,18,06905,-73.53527209,41.09467669
,LITTLE HILL DR,111,06905,-73.54548903,41.09465504
,BRUNDAGE ST,26,06907,-73.52355308,41.09485232
,RED BIRD RD,33,06905,-73.5385441,41.0946408
,EMMA RD,47,06905,-73.5498749,41.0943613
,WILDER RD,46,06905,-73.55499058,41.09455281
,MEADOWPARK AVE N,77,06905,-73.55097194,41.09459613
,SIMSBURY RD,26,06905,-73.53388385,41.0946796
,SLEEPY HOLLOW LN,48,06907,-73.52580062,41.09476575
,GILFORD ST,23,06907,-73.52176435,41.09481837
,CARROLL ST,52,06907,-73.52095587,41.09486497
,WILDER RD,52,06905,-73.55567154,41.09458295
,CARROLL ST,49,06907,-73.52051972,41.0948006
,LONG RIDGE RD,733,06902,-73.56234505,41.09432427
,AYRES DR,20,06905,-73.55225393,41.09455495
,GILFORD ST,24,06907,-73.52223983,41.09484139
,AYRES DR,14,06905,-73.55195114,41.09456737
,SLEEPY HOLLOW LN,44,06907,-73.52560956,41.09475504
,AYRES DR,28,06905,-73.55254459,41.0945337
,ROLLING WOOD DR,59,06905,-73.54364372,41.09461596
,RYAN ST,11,06907,-73.51651779,41.09487049
,OVERHILL RD,57,06902,-73.56938064,41.09422324
,AYRES DR,8,06905,-73.55167996,41.09453028
,SLEEPY HOLLOW LN,40,06907,-73.52539269,41.09474707
,AYRES DR,36,06905,-73.55284952,41.09449702
,PEPPER RIDGE RD,457,06905,-73.54009608,41.09458593
,NUTMEG LN,10,06905,-73.53485163,41.09457651
,BRUNDAGE ST,21,06907,-73.5229411,41.09474937
,AYRES DR,40,06905,-73.55307274,41.09446326
,LEWIS RD,32,06905,-73.55421811,41.09452176
,PEPPER RIDGE RD,442,06905,-73.54101962,41.0943665
,ROXBURY RD,353,06902,-73.57325584,41.0941882
,SLEEPY HOLLOW LN,26,06907,-73.52508534,41.09458143
,WESTOVER RD,1159,06902,-73.57948207,41.09400874
,HOPE ST,1058,06907,-73.51944399,41.09465628
,OVERHILL RD,64,06902,-73.57020456,41.09411572
,SLEEPY HOLLOW LN,21,06907,-73.5245225,41.09460185
,AYRES DR,48,06905,-73.5533439,41.09442327
,EMMA RD,35,06905,-73.54933239,41.09426807
,EMMA RD,31,06905,-73.54915376,41.09425783
,BRUNDAGE ST,22,06907,-73.52352587,41.09469898
,CARROLL ST,48,06907,-73.52091728,41.09472749
,RED BIRD RD,43,06905,-73.53820774,41.0944541
,GILFORD ST,19,06907,-73.52172555,41.0946814
,EMMA RD,39,06905,-73.54949815,41.09428676
,GILFORD ST,20,06907,-73.52220172,41.09470579
,HAIG AVE,310,06905,-73.52736035,41.09460877
,DAGMAR RD,45,06905,-73.52846174,41.09463673
,EMMA RD,43,06905,-73.54968972,41.0942837
,EMMA RD,27,06905,-73.5489278,41.09427444
,WILDER RD,48,06905,-73.55511424,41.09427298
,CARROLL ST,45,06907,-73.5204742,41.09465098
,AYRES DR,54,06905,-73.5536251,41.09438853
,RYAN ST,7,06907,-73.51649123,41.09473206
,ROBINSON DR,7,06905,-73.53960735,41.09432177
,MEADOWPARK AVE N,69,06905,-73.5510932,41.09440642
,EMMA RD,17,06905,-73.54857363,41.09423195
,NEWFIELD AVE,1000,06905,-73.53270768,41.09421682
,DAGMAR RD,38,06905,-73.52785924,41.09461699
,IDLEWOOD DR,44,06905,-73.54292416,41.0943363
,LITTLE HILL DR,106,06905,-73.5461562,41.0944243
,ROLLING WOOD DR,55,06905,-73.54378863,41.09441354
,HIGH RIDGE RD,674,06905,-73.54809988,41.0944229
,OLD MILL LN,57,06902,-73.58349785,41.09369149
,LITTLE HILL DR,105,06905,-73.54546172,41.09443898
,BARNCROFT RD,174,06902,-73.56750807,41.09443448
,HOLLOW OAK LN,61,06905,-73.54490118,41.0944135
,BRUNDAGE ST,17,06907,-73.52289085,41.09458434
,BARNCROFT RD,288,06902,-73.5720441,41.09394998
,SIMSBURY RD,36,06905,-73.53394287,41.09439328
,CARROLL ST,44,06907,-73.52087871,41.09459086
,GILFORD ST,15,06907,-73.52168842,41.09455145
,GILFORD ST,16,06907,-73.52216528,41.09457686
,LEWIS RD,16,06905,-73.55454474,41.09412368
,IDLEWOOD DR,47,06905,-73.54226297,41.09434425
,RED BIRD RD,51,06905,-73.53789834,41.094348
,CARROLL ST,41,06907,-73.52043314,41.09451557
,BRUNDAGE ST,18,06907,-73.52343431,41.09455039
,HIGH RIDGE RD,671,06905,-73.54715058,41.09435025
,WESTOVER RD,1157,06902,-73.57864439,41.0937121
,RYAN ST,3,06907,-73.51661647,41.09455991
,ROBINSON DR,5,06905,-73.53915075,41.09423458
,NICHOLS AVE,203,06905,-73.5562386,41.09403543
,ROXBURY RD,356,06902,-73.57508949,41.09382019
,SIMSBURY RD,41,06905,-73.53470883,41.09431067
,NICHOLS AVE,109,06905,-73.55244781,41.09408187
,MEADOWPARK AVE N,60,06905,-73.55188608,41.09425494
,ELJAYS LN,28,06902,-73.57796452,41.09399072
,DAGMAR RD,53,06905,-73.52846894,41.0944226
,HAIG AVE,304,06905,-73.52733455,41.09437652
,PEPPER RIDGE RD,436,06905,-73.54122164,41.09412812
,MEADOWPARK AVE N,63,06905,-73.55121702,41.09419925
,DAGMAR RD,44,06905,-73.52790042,41.09437099
,HIGH RIDGE RD,668,06905,-73.54807425,41.09427311
,LONG RIDGE RD,710,06902,-73.56318666,41.09344736
,GILFORD ST,11,06907,-73.5216044,41.09440992
,SLEEPY HOLLOW LN,17,06907,-73.5244959,41.09445084
,LEWIS RD,24,06905,-73.55413319,41.09416212
,GILFORD ST,12,06907,-73.52213168,41.09445838
,ELJAYS LN,27,06902,-73.57676581,41.09393482
,BRUNDAGE ST,9,06907,-73.52284248,41.09442497
,BARNCROFT RD,263,06902,-73.57101019,41.09385237
,CARROLL ST,42,06907,-73.52084007,41.09448637
,NICHOLS AVE,113,06905,-73.55269254,41.09408102
,ROLLING WOOD DR,49,06905,-73.54389158,41.09420817
,SLEEPY HOLLOW LN,18,06907,-73.52503062,41.09439584
,CARROLL ST,37,06907,-73.52039116,41.09437759
,ROXBURY RD,349,06902,-73.57293644,41.09363342
,NICHOLS AVE,121,06905,-73.55301985,41.09401525
,ROLLING WOOD DR,46,06905,-73.54481314,41.09422838
,LITTLE HILL DR,98,06905,-73.54631787,41.09419166
,KNAPP ST,107,06907,-73.52321211,41.09415064
,NICHOLS AVE,201,06905,-73.55578063,41.09391372
,KNAPP ST,111,06907,-73.52337075,41.09414558
,LITTLE HILL DR,97,06905,-73.54546906,41.09418522
,PEPPER RIDGE RD,439,06905,-73.54046339,41.09408085
